procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0    129     14    439    0    0     0    28  587 4763  4  0 96  0  0
 0  0      0    129     14    439    0    0     0     0  504 3283  4  1 95  0  0
 0  0      0    129     14    439    0    0     0     0  374 2852  2  0 98  0  0
 0  0      0    129     14    439    0    0     0     0  564 4031  4  1 95  0  0
 0  0      0    129     14    439    0    0     0     0  437 2374  2  1 96  0  1
 0  0      0    129     14    439    0    0     0     0  418 2570  1  1 98  0  0
 2  0      0    129     14    439    0    0     0     0  581 3938  4  0 96  0  0
 0  0      0    129     14    439    0    0     0     0  519 3968  3  1 96  0  0
 0  0      0    129     14    439    0    0     0     0  420 1829  1  1 98  0  0
 0  0      0    129     14    439    0    0     0     0  529 3514  1  1 98  0  0
 0  0      0    129     14    439    0    0     0     0  837 5148  5  2 93  0  0
 0  0      0    129     14    439    0    0     0     0  793 6515  7  1 92  0  0
 3  0      0    129     14    439    0    0     0     0  420 2116  1  1 98  0  0
 0  0      0    129     14    439    0    0     0     0  521 2644  4  1 95  0  0
 0  0      0    129     14    439    0    0     0     0  618 4449  5  0 94  0  1
 1  0      0    129     14    439    0    0     0     0  380 1995  2  2 96  0  0
 0  0      0    129     14    439    0    0     0     0  841 6507  6  2 92  0  0
 0  0      0    129     14    439    0    0     0     0  407 2200  0  2 98  0  0
 0  0      0    129     14    439    0    0     0     0  508 2928  5  0 95  0  0
 0  0      0    129     14    439    0    0     0     0  647 5035  3  1 96  0  0
 0  0      0    129     14    439    0    0     0     4  499 4180  2  1 97  0  0
 0  0      0    129     14    439    0    0     0     0  503 2643  2  2 96  0  0
 0  0      0    129     14    439    0    0     0     0  917 7625  6  2 92  0  0
 0  0      0    129     14    439    0    0     0     0  376 1516  2  1 97  0  0
 0  0      0    129     14    439    0    0     0     0  703 4408  4  1 95  0  0
 0  0      0    129     14    439    0    0     0     8  695 5139  2  1 97  0  0
 0  0      0    129     14    439    0    0     0    28  942 6160  6  2 92  0  0
 0  0      0    129     14    439    0    0     0     0  789 4851  3  2 95  0  0
 0  0      0    129     14    439    0    0     0     0  503 2468  1  2 97  0  0
 0  0      0    129     14    439    0    0     0     0  711 3867  2  1 97  0  0
 0  0      0    129     14    439    0    0     0    16  565 3620  4  0 95  0  1
 0  0      0    129     14    439    0    0     0     0  527 2852  2  2 96  0  0
 0  0      0    129     14    439    0    0     0     0  596 4130  3  2 95  0  0
 0  0      0    129     14    439    0    0     0     0  778 6376  4  3 93  0  0
 2  0      0    127     14    439    0    0     0     0 1268 8962  8  2 90  0  0
 0  0      0    127     14    439    0    0     0     0  646 4261  5  1 94  0  0
 0  0      0    127     14    439    0    0     0     0  557 3585  4  2 94  0  0
 0  0      0    127     14    439    0    0     0     0  835 5655  3  2 95  0  0
 0  0      0    127     14    439    0    0     0     0  439 2889  1  2 97  0  0
 0  0      0    127     14    439    0    0     0     0  633 3791  4  0 96  0  0
 0  0      0    127     14    439    0    0     0     0  590 4251  2  1 96  0  1
 0  0      0    127     14    439    0    0     0     0  366 1407  0  1 99  0  0
 1  0      0    127     14    439    0    0     0     0  456 1282  2  0 98  0  0
 1  0      0    127     14    439    0    0     0     0  993 6979  7  2 91  0  0
 0  0      0    127     14    439    0    0     0     0  811 5921  3  2 95  0  0
 0  0      0    127     14    439    0    0     0     0  744 4557  6  0 94  0  0
 2  0      0    127     14    439    0    0     0     0  896 5797  9  0 91  0  0
 0  0      0    127     14    439    0    0     0     0  524 5536  4  2 94  0  0
 0  0      0    127     14    439    0    0     0     0  933 5846  8  1 91  0  0
 0  0      0    127     14    439    0    0     0     0  476 3721  3  1 96  0  0
 0  0      0    127     14    439    0    0     0     0  411 1781  1  1 98  0  0
 0  0      0    127     14    439    0    0     0     0  395 1932  2  0 98  0  0
 2  0      0    127     14    439    0    0     0     0  801 4924  3  2 95  0  0
 0  0      0    127     14    439    0    0     0     0  716 6057  5  2 93  0  0
 0  0      0    127     14    439    0    0     0     0  493 2826  2  1 97  0  0
 2  0      0    127     14    439    0    0     0     0  923 5493  6  2 91  0  1
 0  0      0    127     14    439    0    0     0    20  514 3897  3  1 96  0  0
 0  0      0    127     14    439    0    0     0     0  663 4013  2  1 97  0  0
 0  0      0    127     14    439    0    0     0     0  913 7611  8  2 90  0  0
 0  0      0    127     14    439    0    0     0     0  659 4462  4  1 95  0  0
 0  0      0    127     14    439    0    0     0    40  464 2624  1  1 98  0  0
 0  0      0    127     14    439    0    0     0     0  840 5632  5  1 94  0  0
 0  0      0    127     14    439    0    0     0     0  763 5553  5  2 93  0  0
 0  0      0    127     14    439    0    0     0     0  386 1853  1  0 99  0  0
 0  0      0    127     14    439    0    0     0     0  476 2074  2  0 98  0  0
 0  0      0    127     14    439    0    0     0     0  415 1872  0  2 98  0  0
 0  0      0    127     14    439    0    0     0     0  907 8425  6  3 90  0  1
 0  0      0    127     14    439    0    0     0     0  803 5276  5  1 94  0  0
 0  0      0    127     14    439    0    0     0     0  531 3344  3  0 97  0  0
 0  0      0    127     14    439    0    0     0     0  641 3855  4  2 94  0  0
 2  0      0    127     14    439    0    0     0     0  697 3432  2  1 97  0  0
 0  0      0    127     14    439    0    0     0     0  617 6031  5  0 95  0  0
 0  0      0    127     14    439    0    0     0     0  596 4663  2  3 95  0  0
 0  0      0    127     14    439    0    0     0     0  847 6094  5  0 95  0  0
 1  0      0    127     14    439    0    0     0     0  476 2992  1  1 98  0  0
 0  0      0    127     14    439    0    0     0     0  484 2738  3  0 97  0  0
 4  0      0    127     14    439    0    0     0     0 1769 14045 12  5 83  0  0
 0  0      0    127     14    439    0    0     0     0 1120 8165  6  4 90  0  0
 0  0      0    127     14    439    0    0     0     0  742 5006  6  1 93  0  0
 1  0      0    127     14    439    0    0     0     0  456 2330  0  1 99  0  0
 0  0      0    127     14    439    0    0     0     0 1338 10079  8  3 89  0  0
 0  0      0    127     14    439    0    0     0     0  792 4738  4  1 94  0  1
 4  0      0    127     14    439    0    0     0     0  888 6313  7  2 91  0  0
 0  0      0    127     14    439    0    0     0     0  635 5027  5  1 94  0  0
 0  0      0    127     14    439    0    0     0     0  565 4721  6  1 93  0  0
 0  0      0    125     14    439    0    0     0     0 1371 10164  8  4 88  0  0
 0  0      0    125     14    439    0    0     0    36  512 2417  2  0 98  0  0
 0  0      0    125     14    439    0    0     0     0  494 2976  3  1 96  0  0
 4  0      0    125     14    439    0    0     0     0  430 1969  1  1 98  0  0
 0  0      0    125     14    439    0    0     0     0  580 3497  3  1 96  0  0
 0  0      0    125     14    439    0    0     0    16  511 3143  2  0 98  0  0
 0  0      0    125     14    439    0    0     0     0  626 4772  4  1 95  0  0
 0  0      0    125     14    439    0    0     0     0  637 4529  2  2 95  0  1
 0  0      0    125     14    439    0    0     0     0  384 1660  1  1 98  0  0
 0  0      0    125     14    439    0    0     0     0  496 3495  2  0 98  0  0
 0  0      0    125     14    439    0    0     0     4  374 1182  1  0 99  0  0
 0  0      0    125     14    439    0    0     0     0 1234 10422  8  6 86  0  0
 0  0      0    125     14    439    0    0     0     0  974 8574  6  1 93  0  0
 0  0      0    125     14    439    0    0     0     0  482 2698  2  3 95  0  0
 0  0      0    125     14    439    0    0     0     0  778 7139  5  3 92  0  0
 0  0      0    125     14    439    0    0     0     0  687 5080  6  3 91  0  0
 0  0      0    125     14    439    0    0     0     0  922 7332  7  0 93  0  0
 0  0      0    125     14    439    0    0     0     0  553 4039  3  2 95  0  0
 0  0      0    125     14    439    0    0     0     0  383 1611  1  0 99  0  0
 0  0      0    125     14    439    0    0     0     0  414 1930  1  0 99  0  0
 0  0      0    125     14    439    0    0     0     0  443 4873  4  1 95  0  0
 0  0      0    125     14    439    0    0     0     0  380 2485  2  2 96  0  0
 0  0      0    125     14    439    0    0     0     0  788 5803  7  2 91  0  0
 1  0      0    125     14    439    0    0     0     0  490 3223  2  0 97  0  1
 1  0      0    125     14    439    0    0     0     0  490 5239  5  1 94  0  0
 0  0      0    125     14    439    0    0     0     0  448 2044  1  1 98  0  0
 0  0      0    125     14    439    0    0     0     0  500 3548  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  962 7377  5  3 92  0  0
 0  0      0    125     14    439    0    0     0     0  956 7693  7  3 90  0  0
 0  0      0    125     14    439    0    0     0     0  473 2079  2  1 97  0  0
 0  0      0    125     14    439    0    0     0     0  471 3500  3  1 96  0  0
 0  0      0    125     14    439    0    0     0    20  447 2885  2  0 98  0  0
 0  0      0    125     14    439    0    0     0     0  432 2303  2  1 97  0  0
 0  0      0    125     14    439    0    0     0     0  655 5090  4  0 95  0  1
 0  0      0    125     14    439    0    0     0     0  750 5777  3  3 94  0  0
 0  0      0    125     14    439    0    0     0    32  733 5446  4  3 93  0  0
 0  0      0    125     14    439    0    0     0     0  412 2137  2  0 98  0  0
 0  0      0    125     14    439    0    0     0     0  551 3436  6  0 94  0  0
 0  0      0    125     14    439    0    0     0     0  477 3922  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  552 5375  3  2 95  0  0
 0  0      0    125     14    439    0    0     0     0  454 2269  1  1 98  0  0
 0  0      0    125     14    439    0    0     0     0  858 6585  5  1 94  0  0
 0  0      0    125     14    439    0    0     0     0  542 4267  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  457 2953  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  546 2113  3  0 97  0  0
 0  0      0    125     14    439    0    0     0    12  492 3633  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  514 3612  3  2 95  0  0
 0  0      0    125     14    439    0    0     0     0  393 3545  3  0 97  0  0
 0  0      0    125     14    439    0    0     0     0  449 2850  1  1 98  0  0
 0  0      0    125     14    439    0    0     0     0  791 7603  6  2 91  0  1
 0  0      0    125     14    439    0    0     0     0  544 4345  5  0 95  0  0
 1  0      0    125     14    439    0    0     0     0  606 3729  2  1 97  0  0
 0  0      0    125     14    439    0    0     0     0  518 2853  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  523 3869  3  1 96  0  0
 0  0      0    125     14    439    0    0     0     0  689 4281  2  2 96  0  0
 1  0      0    125     14    439    0    0     0     0  417 2393  2  1 97  0  0
 1  0      0    125     14    439    0    0     0     0  461 2740  2  1 97  0  0
 0  0      0    125     14    439    0    0     0     0  749 5456  4  1 95  0  0
 0  0      0    125     14    439    0    0     0     0  666 5490  6  1 93  0  0
 0  0      0    125     14    439    0    0     0     0  479 3583  1  3 96  0  0
 0  0      0    123     14    439    0    0     0     0  842 3868  7  1 91  0  1
 0  0      0    123     14    439    0    0     0    32  822 6847  3  3 94  0  0
 0  0      0    123     14    439    0    0     0     0  383 2003  1  0 99  0  0
 0  0      0    123     14    439    0    0     0     0  492 3182  3  1 96  0  0
 4  0      0    123     14    439    0    0     0     0 1073 8203  7  4 89  0  0
 0  0      0    123     14    439    0    0     0    16 1051 10548  9  5 86  0  0
 0  0      0    123     14    439    0    0     0     0  519 4616  4  1 95  0  0
 0  0      0    123     14    439    0    0     0     0  478 3144  3  0 97  0  0
 0  0      0    123     14    439    0    0     0     0  506 3716  3  1 96  0  0
 0  0      0    123     14    439    0    0     0     0  379 1889  1  1 98  0  0
 0  0      0    123     14    439    0    0     0     0  659 6190  4  2 94  0  0
 0  0      0    123     14    439    0    0     0     0  540 3686  2  2 96  0  0
 0  0      0    123     14    439    0    0     0     0  365 2138  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  470 2143  3  0 97  0  0
 0  0      0    123     14    439    0    0     0     0  628 4321  5  1 94  0  0
 0  0      0    123     14    439    0    0     0     0  651 4123  3  1 96  0  0
 2  0      0    123     14    439    0    0     0     0  847 10007  7  4 88  0  1
 0  0      0    123     14    439    0    0     0     0  727 7025  5  1 94  0  0
 0  0      0    123     14    439    0    0     0     0  738 6321  5  1 94  0  0
 2  0      0    123     14    439    0    0     0     0  575 3181  4  2 94  0  0
 0  0      0    123     14    439    0    0     0     8  406 1821  2  0 98  0  0
 0  0      0    123     14    439    0    0     0     0  612 4743  3  2 95  0  0
 0  0      0    123     14    439    0    0     0     0  648 4339  3  2 95  0  0
 0  0      0    123     14    439    0    0     0     0  160  365  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  159  511  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     8  206  756  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  171  671  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  159  712  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  163  619  0  0 100  0  0
 0  0      0    123     14    439    0    0     0     0  196  793  1  0 99  0  0
 0  0      0    122     14    439    0    0     0     0  190  696  1  0 99  0  0
 0  0      0    122     14    439    0    0     0    32  174  697  0  0 100  0  0
 0  0      0    121     14    440    0    0     0     0  200  788  4  3 93  0  0
 0  0      0    117     14    440    0    0     0     0  262  738  2  0 98  0  0
 0  0      0    121     14    440    0    0     0     0  264  855 17  3 79  0  1
 0  0      0    121     14    440    0    0     0    28  168  712  0  0 100  0  0
